0
version
doi
S002VS
S003
COUNTRY_ALPHA
COW_NUM
COW_ALPHA
S004
S006
S007
S008
MODE
S010
S011A
S011B
S012
S013
S013B
S016
S016B
S017
S018
S020
S021
S022
S023
S024
S025
A001
A002
A003
A004
A005
A006
A008
A009
A010
A011
A012
A013
A014
A015
A016
A017
A018
A019
A025
A026
A027
A029
A030
A032
A034
A035
A038
A039
A040
A041
A042
A043B
A044
A045
A046
A047
A048
A049
A057
A058
A059
A060
A061
A062
A063
A064
A065
A066
A080_02
A067
A068
A069
A080_01
A070
A071
A071B
A071C
A072
A073
A074
A075
A076
A077
A079
A080
A081
A082
A083
A084
A085
A086
A087
A088
A088B
A088C
A089
A090
A091
A092
A093
A094
A096
A097
A098
A099
A100
A101
A102
A103
A104
A105
A106
A106B
A106C
A106D
A107
A108
A109
A110
A111
A112
A113
A114
A115
A116
A117
A118
A119
A120
A124_01
A124_02
A124_03
A124_04
A124_05
A124_06
A124_07
A124_08
A124_09
A124_10
A124_11
A124_12
A124_13
A124_14
A124_15
A124_16
A124_17
A124_18
A124_19
A124_20
A124_21
A124_22
A124_23
A124_24
A124_25
A124_27
A124_28
A124_29
A124_30
A124_31
A124_32
A124_33
A124_34
A124_35
A124_36
A124_37
A124_38
A124_42
A124_43
A124_45
A124_46
A124_47
A124_48
A124_49
A124_50
A124_51
A124_52
A124_53
A124_54
A124_55
A124_56
A124_57
A124_58
A124_59
A124_60
A124_61
A165
A168
A168A
A169
A170
A173
A174
A189
A190
A191
A192
A193
A194
A195
A196
A197
A198
A199
A200
A201
A202
A203
A204
A205
A206
A207
A208
A209
A210
A211
A212
A213
A214
A215
A216
A217
A218
A219
A220
A221
A222
B001
B002
B003
B004
B005
B006
B007
B008
B009
B010
B011
B012
B013
B014
B015
B016
B017
B018
B019
B020
B021
B022
B023
B030
B031
C001
C001_01
C002
C002_01
C004
C005
C006
C008
C009
C010
C011
C012
C013
C014
C015
C016
C017
C018
C019
C020
C021
C022
C023
C024
C025
C027_90
C031
C033
C034
C036
C037
C038
C039
C040
C041
C042B1
C042B2
C042B3
C042B4
C042B5
C042B6
C042B7
C059
C060
C061
C062
C063
C064
D001
D001_B
D002
D003
D004
D005
D006
D007
D008
D009
D010
D011
D012
D013
D014
D015
D016
D017
D018
D019
D022
D023
D024
D025
D026_03
D026_05
D027
D028
D029
D030
D031
D032
D033
D034
D035
D036
D037
D038
D043
D054
D055
D056
D057
D058
D059
D060
D061
D062
D063
D063_B
D066
D066_B
D066_01
D067
D068
D069
D070
D071
D072
D073
D074
D075
D076
D077
D078
D079
D080
D081
E001
E002
E003
E004
E005
E006
E007
E008
E009
E010
E012
E014
E015
E016
E017
E018
E019
E020
E022
E023
E025
E025B
E026
E026B
E027
E028
E028B
E029
E032
E033
E034
E035
E036
E037
E038
E039
E040
E041
E045
E046
E047
E048
E049
E050
E051
E052
E053
E054
E055
E056
E057
E058
E059
E060
E061
E062
E063
E064
E065
E066
E067
E068
E069_01
E069_02
E069_03
E069_04
E069_05
E069_06
E069_07
E069_08
E069_09
E069_10
E069_11
E069_12
E069_13
E069_14
E069_15
E069_17
E069_18
E069_18A
E069_19
E069_20
E069_21
E069_22
E069_23
E069_24
E069_25
E069_26
E069_27
E069_28
E069_29
E069_30
E069_31
E069_32
E069_33
E069_34
E069_35
E069_38
E069_39
E069_40
E069_41
E069_42
E069_43
E069_44
E069_45
E069_46
E069_47
E069_48
E069_49
E069_51
E069_52
E069_54
E069_55
E069_56
E069_57
E069_58
E069_59
E069_60
E069_61
E069_62
E069_63
E069_64
E069_65
E069_66
E069_67
E104
E105
E106
E107
E108
E109
E110
E111
E112
E113
E114
E115
E116
E117
E117B
E118
E119
E120
E121
E122
E123
E124
E125
E127
E128
E129
E129A
E129B
E129C
E129D
E130
E131
E132
E133
E134
E135
E136
E137
E138
E139
E140
E141
E142
E143
E150
E179WVS
E179_WVS7LOC
E180WVS
E182
E184
E185
E186
E188
E189
E190
E191
E192
E193
E194
E195
E196
E198
E203
E204
E205
E206
E207
E208
E209
E211
E212
E213
E214
E215
E216
E217
E218
E219
E220
E221B
E222
E222B
E224
E225
E226
E227
E228
E229
E230
E231
E232
E233
E233A
E233B
E234
E235
E236
E237
E238
E239
E240
E241
E242
E243
E244
E245
E246
E247
E248
E248B
E249
E250
E250B
E251
E252
E253
E253B
E254
E254B
E255
E256
E257
E258
E258B
E259
E259B
E260
E260B
E261
E261B
E262
E262B
E263
E264
E265_01
E265_02
E265_03
E265_04
E265_05
E265_06
E265_07
E265_08
E265_09
E265_10
E266
E267
E268
E269
E270
E271
E272
E273
E274
E275
E276
E277
E278
E289
E290
E279
E280
E281
E282
E283
E284
E285
E286
E287
E288
E291
F001
F003
F004
F005
F006
F007
F008
F009
F010
F022
F024
F025
F025_WVS
F027
F028
F028B
F029
F031
F032
F033
F034
F035
F036
F037
F038
F040
F041
F042
F043
F044
F045
F046
F047
F048
F049
F050
F051
F052
F053
F054
F055
F057
F059
F060
F062
F063
F064
F065
F066
F067
F102
F103
F104
F105
F108
F109
F110
F111
F114A
F114E
F114B
F114C
F114D
F115
F116
F117
F118
F119
F120
F121
F122
F123
F124
F125
F126
F127
F128
F129
F130
F132
F135
F135A
F136
F139
F140
F141
F142
F143
F144
F144_02
F164
F165
F166
F167
F168
F169
F170
F171
F172
F173
F174
F175
F176
F177
F178
F179
F186
F187
F188
F189
F190
F191
F192
F193
F194
F195
F196
F197
F198
F199
F200
F201
F202
F203
F204
F205
F206
G001
G001CS
G002
G002CS
G003CS
G005
G006
G007_01
G007_02
G007_03
G007_04
G007_05
G007_06
G007_07
G007_08
G007_09
G007_10
G007_11
G007_12
G007_13
G007_16
G007_17
G007_18
G007_18_B
G007_19
G007_20
G007_21
G007_22
G007_28
G007_30
G007_31
G007_32
G007_33_B
G007_34_B
G007_35_B
G007_36_B
G007_37
G007_39
G007_40
G007_41
G007_42
G007_43
G007_44
G007_45
G007_48
G007_49
G007_50
G007_51
G007_52
G007_53
G007_54
G007_55
G007_56
G007_57
G007_58
G007_59
G007_60
G007_61
G007_62
G007_63
G007_64
G007_65
G007_66
G007_67
G015
G015B
G016
G017
G018
G019
G020
G021
G022A
G022B
G022C
G022D
G022E
G022F
G022G
G022H
G022I
G022J
G022K
G022L
G022M
G022N
G022O
G022P
G022Q
G022R
G023
G024
G025
G026
G026_01
G027
G027_01
G027A
G027B
G028
G029
G030
G031
G032
G052
G053
G054
G055
G056
G057
G058
G059
G060
G062
G063
G255
H001
H002_01
H002_02
H002_03
H002_04
H002_05
H003_01
H003_02
H003_03
H004
H005
H006_01
H006_02
H006_03
H006_04
H006_05
H006_06
H007
H008_01
H008_02
H008_03
H008_04
H008_05
H008_06
H008_07
H008_08
H008_09
H009
H010
H011
I001
I002
V001A
V002A
V004AF_01
V004AM_01
V004RF
V004RM
V097EF
W002A_01
W002D
W002R
W003
W006E
X001
X002
X002_02A
X003
X003R
X003R2
X007
X008
X010
X011
X011A
X012
X013
X023
X023R
X024B
X025
X025A_01
X025CSWVS
X025LIT
X025R
X026
X028
X031
X036
X036E
X040
X041
X043
X044
X045
X045B
X047_WVS
X047CS
X047R_WVS
X048ISO
X048WVS
X049
X049CS
X050
X050B
X050C
X051
X052
X053
X054
X055
Y001
Y002
Y003
Y010
Y011
Y012
Y013
Y014
Y020
Y021
Y022
Y023
Y024
Y011A
Y011B
Y011C
Y012A
Y012B
Y012C
Y013A
Y013B
Y013C
Y014A
Y014B
Y014C
Y021A
Y021B
Y021C
Y022A
Y022B
Y022C
Y023A
Y023B
Y023C
Y024A
Y024B
Y024C
survself
tradrat5
TradAgg
SurvSAgg
